No,Kode Provinsi,Provinsi,Kode Kabupaten,Kabupaten,Jenis Bencana,Tanggal,Meninggal,Hilang,Terluka,Mengungsi
5492,35,JAWA TIMUR,3515,SIDOARJO,BANJIR,1/2/2012,0,0,0,0
5494,35,JAWA TIMUR,3523,TUBAN,BANJIR,1/2/2012,0,0,0,0
3321,35,JAWA TIMUR,3579,KOTA BATU,BANJIR DAN TANAH LONGSOR,1/2/2013,0,0,0,0
3322,35,JAWA TIMUR,3579,KOTA BATU,TANAH LONGSOR,1/2/2013,0,0,0,0
1573,35,"	JAWA TIMUR",3512,SITUBONDO,TANAH LONGSOR,1/2/2014,0,0,0,700
17940,35,JAWA TIMUR,3573,KOTA MALANG,LETUSAN GUNUNG API,1/3/1998,0,0,0,0
17939,35,JAWA TIMUR,3512,SITUBONDO,LETUSAN GUNUNG API,1/3/1998,0,0,0,0
17512,35,JAWA TIMUR,3505,BLITAR,LETUSAN GUNUNG API,1/3/2001,0,0,0,0
16532,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,1/3/2004,0,0,0,0
16529,35,JAWA TIMUR,3509,JEMBER,BANJIR,1/3/2004,0,0,0,0
16531,35,JAWA TIMUR,3517,JOMBANG,BANJIR,1/3/2004,0,0,0,0
16534,35,JAWA TIMUR,3524,LAMONGAN,BANJIR,1/3/2004,0,0,0,0
16530,35,JAWA TIMUR,3515,SIDOARJO,BANJIR,1/3/2004,0,0,0,0
16533,35,JAWA TIMUR,3523,TUBAN,BANJIR,1/3/2004,0,0,0,0
16528,35,JAWA TIMUR,3508,LUMAJANG,KEKERINGAN,1/3/2004,0,0,0,0
15694,35,JAWA TIMUR,3524,LAMONGAN,BANJIR,1/3/2005,0,0,0,0
15693,35,JAWA TIMUR,3502,PONOROGO,KEKERINGAN,1/3/2005,0,0,0,0
14913,35,JAWA TIMUR,3526,BANGKALAN,BANJIR,1/3/2006,0,0,0,0
14911,35,JAWA TIMUR,3509,JEMBER,BANJIR,1/3/2006,0,0,0,0
14912,35,JAWA TIMUR,3514,PASURUAN,BANJIR,1/3/2006,0,0,0,0
14076,35,JAWA TIMUR,3518,NGANJUK,BANJIR,1/3/2007,0,0,0,0
14075,35,JAWA TIMUR,3513,PROBOLINGGO,BANJIR,1/3/2007,0,0,0,0
11569,35,JAWA TIMUR,3520,MAGETAN,TANAH LONGSOR,1/3/2009,0,0,3,0
9638,35,JAWA TIMUR,3525,GRESIK,BANJIR,1/3/2010,0,0,0,0
9636,35,JAWA TIMUR,3506,KEDIRI,BANJIR,1/3/2010,0,0,0,0
9640,35,JAWA TIMUR,3578,KOTA SURABAYA,BANJIR,1/3/2010,0,0,0,0
9635,35,JAWA TIMUR,3501,PACITAN,BANJIR,1/3/2010,0,0,0,0
9639,35,JAWA TIMUR,3529,SUMENEP,BANJIR,1/3/2010,0,0,0,0
9637,35,JAWA TIMUR,3523,TUBAN,BANJIR,1/3/2010,0,0,0,0
7564,35,JAWA TIMUR,3509,JEMBER,BANJIR,1/3/2011,0,0,0,0
7567,35,JAWA TIMUR,3517,JOMBANG,BANJIR,1/3/2011,0,0,0,0
7569,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,BANJIR,1/3/2011,0,0,0,0
7566,35,JAWA TIMUR,3516,MOJOKERTO,BANJIR,1/3/2011,0,0,0,0
7565,35,JAWA TIMUR,3515,SIDOARJO,BANJIR,1/3/2011,0,0,0,0
7568,35,JAWA TIMUR,3523,TUBAN,BANJIR,1/3/2011,0,0,0,0
5263,35,JAWA TIMUR,3513,PROBOLINGGO,BANJIR,1/3/2012,0,0,0,0
5264,35,JAWA TIMUR,3523,TUBAN,BANJIR,1/3/2012,0,0,0,0
1409,35,"	JAWA TIMUR",3519,MADIUN,BANJIR,1/3/2014,0,0,0,0
16450,35,JAWA TIMUR,3526,BANGKALAN,KEKERINGAN,1/4/2004,0,0,0,0
16449,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/4/2004,0,0,0,0
16448,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/4/2004,0,0,0,0
16446,35,JAWA TIMUR,3520,MAGETAN,KEKERINGAN,1/4/2004,0,0,0,0
16445,35,JAWA TIMUR,3518,NGANJUK,KEKERINGAN,1/4/2004,0,0,0,0
16447,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/4/2004,0,0,0,0
16444,35,JAWA TIMUR,3501,PACITAN,KEKERINGAN,1/4/2004,0,0,0,0
16451,35,JAWA TIMUR,3527,SAMPANG,KEKERINGAN,1/4/2004,0,0,0,0
14828,35,JAWA TIMUR,3502,PONOROGO,BANJIR,1/4/2006,0,0,0,0
14830,35,JAWA TIMUR,3529,SUMENEP,BANJIR,1/4/2006,0,0,0,0
14829,35,JAWA TIMUR,3508,LUMAJANG,LETUSAN GUNUNG API,1/4/2006,0,0,0,300
9396,35,JAWA TIMUR,3506,KEDIRI,BANJIR,1/4/2010,0,0,0,0
9394,35,JAWA TIMUR,3501,PACITAN,BANJIR,1/4/2010,0,0,0,0
9397,35,JAWA TIMUR,3514,PASURUAN,BANJIR,1/4/2010,0,0,0,0
9399,35,JAWA TIMUR,3529,SUMENEP,BANJIR,1/4/2010,0,0,0,0
9398,35,JAWA TIMUR,3523,TUBAN,BANJIR,1/4/2010,0,0,0,0
9395,35,JAWA TIMUR,3504,TULUNGAGUNG,BANJIR,1/4/2010,0,0,0,0
7323,35,JAWA TIMUR,3525,GRESIK,BANJIR,1/4/2011,0,0,0,0
7319,35,JAWA TIMUR,3509,JEMBER,BANJIR,1/4/2011,0,0,0,0
7325,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,BANJIR,1/4/2011,0,0,0,0
7320,35,JAWA TIMUR,3514,PASURUAN,BANJIR,1/4/2011,0,0,0,0
7321,35,JAWA TIMUR,3515,SIDOARJO,BANJIR,1/4/2011,0,0,0,0
7324,35,JAWA TIMUR,3529,SUMENEP,BANJIR,1/4/2011,0,0,0,0
7322,35,JAWA TIMUR,3522,BOJONEGORO,KEBAKARAN,1/4/2011,0,0,0,0
7318,35,JAWA TIMUR,3504,TULUNGAGUNG,PUTING BELIUNG,1/4/2011,0,0,0,0
5037,35,JAWA TIMUR,3520,MAGETAN,BANJIR,1/4/2012,0,0,0,0
17697,35,JAWA TIMUR,3573,KOTA MALANG,LETUSAN GUNUNG API,1/5/1999,0,0,0,0
17633,35,JAWA TIMUR,3507,MALANG,LETUSAN GUNUNG API,1/5/2000,0,0,0,0
16990,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/5/2003,0,0,0,0
16991,35,JAWA TIMUR,3523,TUBAN,KEKERINGAN,1/5/2003,0,0,0,0
16401,35,JAWA TIMUR,3526,BANGKALAN,KEKERINGAN,1/5/2004,0,0,0,0
16398,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/5/2004,0,0,0,0
16400,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/5/2004,0,0,0,0
16394,35,JAWA TIMUR,3506,KEDIRI,KEKERINGAN,1/5/2004,0,0,0,0
16399,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/5/2004,0,0,0,0
16396,35,JAWA TIMUR,3520,MAGETAN,KEKERINGAN,1/5/2004,0,0,0,0
16395,35,JAWA TIMUR,3518,NGANJUK,KEKERINGAN,1/5/2004,0,0,0,0
16397,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/5/2004,0,0,0,0
16392,35,JAWA TIMUR,3501,PACITAN,KEKERINGAN,1/5/2004,0,0,0,0
16393,35,JAWA TIMUR,3502,PONOROGO,KEKERINGAN,1/5/2004,0,0,0,0
16402,35,JAWA TIMUR,3527,SAMPANG,KEKERINGAN,1/5/2004,0,0,0,0
15563,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/5/2005,0,0,0,0
15560,35,JAWA TIMUR,3519,MADIUN,KEKERINGAN,1/5/2005,0,0,0,0
15561,35,JAWA TIMUR,3520,MAGETAN,KEKERINGAN,1/5/2005,0,0,0,0
15562,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/5/2005,0,0,0,0
15558,35,JAWA TIMUR,3501,PACITAN,KEKERINGAN,1/5/2005,0,0,0,0
15559,35,JAWA TIMUR,3502,PONOROGO,KEKERINGAN,1/5/2005,0,0,0,0
15564,35,JAWA TIMUR,3523,TUBAN,KEKERINGAN,1/5/2005,0,0,0,0
13916,35,JAWA TIMUR,3508,LUMAJANG,BANJIR,1/5/2007,0,0,0,0
13917,35,JAWA TIMUR,3511,BONDOWOSO,KEKERINGAN,1/5/2007,0,0,0,0
13918,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/5/2007,0,0,0,0
12884,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/5/2008,0,0,0,0
12885,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/5/2008,0,0,0,0
12883,35,JAWA TIMUR,3508,LUMAJANG,KEKERINGAN,1/5/2008,0,0,0,0
11239,35,JAWA TIMUR,3506,KEDIRI,KEBAKARAN,1/5/2009,0,0,0,0
9203,35,JAWA TIMUR,3525,GRESIK,BANJIR,1/5/2010,0,0,0,0
9200,35,JAWA TIMUR,3506,KEDIRI,BANJIR,1/5/2010,0,0,0,0
9201,35,JAWA TIMUR,3508,LUMAJANG,BANJIR,1/5/2010,0,0,0,0
9199,35,JAWA TIMUR,3502,PONOROGO,BANJIR,1/5/2010,0,0,0,0
9204,35,JAWA TIMUR,3527,SAMPANG,BANJIR,1/5/2010,0,0,0,0
9202,35,JAWA TIMUR,3515,SIDOARJO,BANJIR,1/5/2010,0,0,0,0
9205,35,JAWA TIMUR,3529,SUMENEP,BANJIR,1/5/2010,0,0,0,0
7093,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,BANJIR,1/5/2011,0,0,0,0
7089,35,JAWA TIMUR,3515,SIDOARJO,BANJIR,1/5/2011,0,0,0,0
7092,35,JAWA TIMUR,3529,SUMENEP,BANJIR,1/5/2011,0,0,0,0
7091,35,JAWA TIMUR,3523,TUBAN,BANJIR,1/5/2011,0,0,0,0
7090,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/5/2011,0,0,0,0
7088,35,JAWA TIMUR,3506,KEDIRI,BANJIR DAN TANAH LONGSOR,1/5/2011,0,0,0,0
7087,35,JAWA TIMUR,3502,PONOROGO,TANAH LONGSOR,1/5/2011,0,0,0,0
4819,35,JAWA TIMUR,3518,NGANJUK,BANJIR,1/5/2012,0,0,0,0
4822,35,JAWA TIMUR,3529,SUMENEP,BANJIR,1/5/2012,0,0,0,0
4821,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/5/2012,0,0,0,0
4820,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/5/2012,0,0,0,0
2818,35,JAWA TIMUR,3528,PAMEKASAN,PUTING BELIUNG,1/5/2013,0,0,0,0
17621,35,JAWA TIMUR,3512,SITUBONDO,LETUSAN GUNUNG API,1/6/2000,0,0,0,0
16318,35,JAWA TIMUR,3503,TRENGGALEK,BANJIR,1/6/2004,0,0,0,0
16319,35,JAWA TIMUR,3504,TULUNGAGUNG,BANJIR,1/6/2004,0,0,0,0
16324,35,JAWA TIMUR,3526,BANGKALAN,KEKERINGAN,1/6/2004,0,0,0,0
16320,35,JAWA TIMUR,3506,KEDIRI,KEKERINGAN,1/6/2004,0,0,0,0
16322,35,JAWA TIMUR,3519,MADIUN,KEKERINGAN,1/6/2004,0,0,0,0
16323,35,JAWA TIMUR,3520,MAGETAN,KEKERINGAN,1/6/2004,0,0,0,0
16321,35,JAWA TIMUR,3518,NGANJUK,KEKERINGAN,1/6/2004,0,0,0,0
16317,35,JAWA TIMUR,3502,PONOROGO,KEKERINGAN,1/6/2004,0,0,0,0
15521,35,JAWA TIMUR,3504,TULUNGAGUNG,KEKERINGAN,1/6/2005,0,0,0,0
14717,35,JAWA TIMUR,3517,JOMBANG,KEKERINGAN,1/6/2006,0,0,0,0
13861,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/6/2007,0,0,0,0
13863,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/6/2007,0,0,0,0
13862,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/6/2007,0,0,0,0
12824,35,JAWA TIMUR,3526,BANGKALAN,KEKERINGAN,1/6/2008,0,0,0,0
12821,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/6/2008,0,0,0,0
12823,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/6/2008,0,0,0,0
12816,35,JAWA TIMUR,3506,KEDIRI,KEKERINGAN,1/6/2008,0,0,0,0
12818,35,JAWA TIMUR,3519,MADIUN,KEKERINGAN,1/6/2008,0,0,0,0
12819,35,JAWA TIMUR,3520,MAGETAN,KEKERINGAN,1/6/2008,0,0,0,0
12817,35,JAWA TIMUR,3518,NGANJUK,KEKERINGAN,1/6/2008,0,0,0,0
12820,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/6/2008,0,0,0,0
12814,35,JAWA TIMUR,3501,PACITAN,KEKERINGAN,1/6/2008,0,0,0,0
12815,35,JAWA TIMUR,3502,PONOROGO,KEKERINGAN,1/6/2008,0,0,0,0
12825,35,JAWA TIMUR,3527,SAMPANG,KEKERINGAN,1/6/2008,0,0,0,0
12822,35,JAWA TIMUR,3523,TUBAN,KEKERINGAN,1/6/2008,0,0,0,0
8994,35,JAWA TIMUR,3514,PASURUAN,BANJIR,1/6/2010,0,0,0,0
8993,35,JAWA TIMUR,3502,PONOROGO,BANJIR,1/6/2010,0,0,0,0
8995,35,JAWA TIMUR,3529,SUMENEP,BANJIR,1/6/2010,0,0,0,0
6873,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/6/2011,0,0,0,0
6870,35,JAWA TIMUR,3506,KEDIRI,KEKERINGAN,1/6/2011,0,0,0,0
6874,35,JAWA TIMUR,3578,KOTA SURABAYA,KEKERINGAN,1/6/2011,0,0,0,0
6871,35,JAWA TIMUR,3516,MOJOKERTO,KEKERINGAN,1/6/2011,0,0,0,0
6872,35,JAWA TIMUR,3523,TUBAN,KEKERINGAN,1/6/2011,0,0,0,0
6869,35,JAWA TIMUR,3504,TULUNGAGUNG,TANAH LONGSOR,1/6/2011,0,0,0,0
4693,35,JAWA TIMUR,3514,PASURUAN,BANJIR,1/6/2012,0,0,0,0
4696,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/6/2012,0,0,0,0
4698,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/6/2012,0,0,0,0
4692,35,JAWA TIMUR,3506,KEDIRI,KEKERINGAN,1/6/2012,0,0,0,0
4699,35,JAWA TIMUR,3571,KOTA KEDIRI,KEKERINGAN,1/6/2012,0,0,0,0
4697,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/6/2012,0,0,0,0
4694,35,JAWA TIMUR,3519,MADIUN,KEKERINGAN,1/6/2012,0,0,0,0
4695,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/6/2012,0,0,0,0
4689,35,JAWA TIMUR,3501,PACITAN,KEKERINGAN,1/6/2012,0,0,0,0
4690,35,JAWA TIMUR,3502,PONOROGO,KEKERINGAN,1/6/2012,0,0,0,0
4691,35,JAWA TIMUR,3504,TULUNGAGUNG,KEKERINGAN,1/6/2012,0,0,0,0
16929,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/7/2003,0,0,0,0
16249,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/7/2004,0,0,0,0
16248,35,JAWA TIMUR,3513,PROBOLINGGO,KEKERINGAN,1/7/2004,0,0,0,0
16247,35,JAWA TIMUR,3504,TULUNGAGUNG,KEKERINGAN,1/7/2004,0,0,0,0
13815,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/7/2007,0,0,0,0
13813,35,JAWA TIMUR,3511,BONDOWOSO,KEKERINGAN,1/7/2007,0,0,0,0
13816,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/7/2007,0,0,0,0
13812,35,JAWA TIMUR,3507,MALANG,KEKERINGAN,1/7/2007,0,0,0,0
13814,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/7/2007,0,0,0,0
13810,35,JAWA TIMUR,3503,TRENGGALEK,KEKERINGAN,1/7/2007,0,0,0,0
13811,35,JAWA TIMUR,3504,TULUNGAGUNG,KEKERINGAN,1/7/2007,0,0,0,0
12719,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/7/2008,0,0,0,0
12718,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/7/2008,0,0,0,0
12716,35,JAWA TIMUR,3519,MADIUN,KEKERINGAN,1/7/2008,0,0,0,0
12715,35,JAWA TIMUR,3516,MOJOKERTO,KEKERINGAN,1/7/2008,0,0,0,0
12714,35,JAWA TIMUR,3514,PASURUAN,KEKERINGAN,1/7/2008,0,0,0,0
12712,35,JAWA TIMUR,3503,TRENGGALEK,KEKERINGAN,1/7/2008,0,0,0,0
12717,35,JAWA TIMUR,3523,TUBAN,KEKERINGAN,1/7/2008,0,0,0,0
12713,35,JAWA TIMUR,3504,TULUNGAGUNG,KEKERINGAN,1/7/2008,0,0,0,0
8853,35,JAWA TIMUR,3524,LAMONGAN,BANJIR,1/7/2010,0,0,0,0
8852,35,JAWA TIMUR,3514,PASURUAN,BANJIR,1/7/2010,0,0,0,0
6716,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,1/7/2011,0,0,0,0
6718,35,JAWA TIMUR,3526,BANGKALAN,KEKERINGAN,1/7/2011,0,0,0,0
6715,35,JAWA TIMUR,3517,JOMBANG,KEKERINGAN,1/7/2011,0,0,0,0
6714,35,JAWA TIMUR,3506,KEDIRI,KEKERINGAN,1/7/2011,0,0,0,0
6712,35,JAWA TIMUR,3503,TRENGGALEK,KEKERINGAN,1/7/2011,0,0,0,0
6717,35,JAWA TIMUR,3523,TUBAN,KEKERINGAN,1/7/2011,0,0,0,0
6713,35,JAWA TIMUR,3504,TULUNGAGUNG,KEKERINGAN,1/7/2011,0,0,0,0
4567,35,JAWA TIMUR,3526,BANGKALAN,KEKERINGAN,1/7/2012,0,0,0,0
4566,35,JAWA TIMUR,3506,KEDIRI,KEKERINGAN,1/7/2012,0,0,0,0
4563,35,JAWA TIMUR,3501,PACITAN,KEKERINGAN,1/7/2012,0,0,0,0
4564,35,JAWA TIMUR,3503,TRENGGALEK,KEKERINGAN,1/7/2012,0,0,0,0
4565,35,JAWA TIMUR,3504,TULUNGAGUNG,KEKERINGAN,1/7/2012,0,0,0,0
17662,35,JAWA TIMUR,3512,SITUBONDO,LETUSAN GUNUNG API,1/8/1999,0,0,0,0
17663,35,JAWA TIMUR,3512,SITUBONDO,LETUSAN GUNUNG API,1/8/1999,0,0,0,0
16909,35,JAWA TIMUR,3507,MALANG,KLB,1/8/2003,0,0,833,0
16908,35,JAWA TIMUR,3507,MALANG,KLB,1/8/2003,0,0,155,0
16176,35,JAWA TIMUR,3526,BANGKALAN,KEKERINGAN,1/8/2004,0,0,0,0
16175,35,JAWA TIMUR,3515,SIDOARJO,KEKERINGAN,1/8/2004,0,0,0,0
16173,35,JAWA TIMUR,3503,TRENGGALEK,KEKERINGAN,1/8/2004,0,0,0,0
16174,35,JAWA TIMUR,3504,TULUNGAGUNG,KEKERINGAN,1/8/2004,0,0,0,0
12609,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/8/2008,0,0,0,0
12608,35,JAWA TIMUR,3502,PONOROGO,KEKERINGAN,1/8/2008,0,0,0,0
8724,35,JAWA TIMUR,3508,LUMAJANG,BANJIR,1/8/2010,0,0,0,0
8723,35,JAWA TIMUR,3507,MALANG,BANJIR,1/8/2010,0,0,0,0
8725,35,JAWA TIMUR,3516,MOJOKERTO,BANJIR,1/8/2010,0,0,0,0
8726,35,JAWA TIMUR,3523,TUBAN,BANJIR,1/8/2010,0,0,0,0
6567,35,JAWA TIMUR,3522,BOJONEGORO,KEBAKARAN,1/8/2011,0,0,0,0
6568,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/8/2011,0,0,0,0
6570,35,JAWA TIMUR,3571,KOTA KEDIRI,KEKERINGAN,1/8/2011,0,0,0,0
6566,35,JAWA TIMUR,3516,MOJOKERTO,KEKERINGAN,1/8/2011,0,0,0,0
6564,35,JAWA TIMUR,3503,TRENGGALEK,KEKERINGAN,1/8/2011,0,0,0,0
6569,35,JAWA TIMUR,3523,TUBAN,KEKERINGAN,1/8/2011,0,0,0,0
6565,35,JAWA TIMUR,3504,TULUNGAGUNG,KEKERINGAN,1/8/2011,0,0,0,0
4409,35,JAWA TIMUR,3526,BANGKALAN,KEKERINGAN,1/8/2012,0,0,0,0
4408,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/8/2012,0,0,0,0
4407,35,JAWA TIMUR,3513,PROBOLINGGO,KEKERINGAN,1/8/2012,0,0,0,0
4410,35,JAWA TIMUR,3529,SUMENEP,KEKERINGAN,1/8/2012,0,0,0,0
4406,35,JAWA TIMUR,3503,TRENGGALEK,KEKERINGAN,1/8/2012,0,0,0,0
2431,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/8/2013,0,0,0,0
2434,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/8/2013,0,0,0,0
2433,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/8/2013,0,0,0,0
2429,35,JAWA TIMUR,3520,MAGETAN,KEKERINGAN,1/8/2013,0,0,0,0
2428,35,JAWA TIMUR,3518,NGANJUK,KEKERINGAN,1/8/2013,0,0,0,0
2430,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/8/2013,0,0,0,0
2423,35,JAWA TIMUR,3501,PACITAN,KEKERINGAN,1/8/2013,0,0,0,0
2424,35,JAWA TIMUR,3502,PONOROGO,KEKERINGAN,1/8/2013,0,0,0,0
2427,35,JAWA TIMUR,3515,SIDOARJO,KEKERINGAN,1/8/2013,0,0,0,0
2425,35,JAWA TIMUR,3503,TRENGGALEK,KEKERINGAN,1/8/2013,0,0,0,0
2432,35,JAWA TIMUR,3523,TUBAN,KEKERINGAN,1/8/2013,0,0,0,0
2426,35,JAWA TIMUR,3504,TULUNGAGUNG,KEKERINGAN,1/8/2013,0,0,0,0
16105,35,JAWA TIMUR,3525,GRESIK,KEKERINGAN,1/9/2004,0,0,0,0
16104,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/9/2004,0,0,0,0
16103,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/9/2004,0,0,0,0
16102,35,JAWA TIMUR,3501,PACITAN,KEKERINGAN,1/9/2004,0,0,0,0
15387,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,1/9/2005,0,0,0,0
15386,35,JAWA TIMUR,3507,MALANG,KEKERINGAN,1/9/2005,0,0,0,0
15388,35,JAWA TIMUR,3523,TUBAN,KEKERINGAN,1/9/2005,0,0,0,0
14540,35,JAWA TIMUR,3506,KEDIRI,KEKERINGAN,1/9/2006,0,0,0,0
14542,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/9/2006,0,0,0,0
14541,35,JAWA TIMUR,3515,SIDOARJO,KEKERINGAN,1/9/2006,0,0,0,0
13724,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/9/2007,0,0,0,0
13723,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/9/2007,0,0,0,0
12537,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/9/2008,0,0,0,0
12536,35,JAWA TIMUR,3520,MAGETAN,KEKERINGAN,1/9/2008,0,0,0,0
8625,35,JAWA TIMUR,3510,BANYUWANGI,BANJIR,1/9/2010,0,0,0,0
8624,35,JAWA TIMUR,3509,JEMBER,BANJIR,1/9/2010,0,0,0,0
8626,35,JAWA TIMUR,3524,LAMONGAN,BANJIR,1/9/2010,0,0,0,0
8623,35,JAWA TIMUR,3507,MALANG,BANJIR,1/9/2010,0,0,0,0
6415,35,JAWA TIMUR,3578,KOTA SURABAYA,KEKERINGAN,1/9/2011,0,0,0,0
6414,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/9/2011,0,0,0,0
6411,35,JAWA TIMUR,3520,MAGETAN,KEKERINGAN,1/9/2011,0,0,0,0
6412,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/9/2011,0,0,0,0
6409,35,JAWA TIMUR,3501,PACITAN,KEKERINGAN,1/9/2011,0,0,0,0
6413,35,JAWA TIMUR,3523,TUBAN,KEKERINGAN,1/9/2011,0,0,0,0
6410,35,JAWA TIMUR,3504,TULUNGAGUNG,KEKERINGAN,1/9/2011,0,0,0,0
4237,35,JAWA TIMUR,3524,LAMONGAN,KEKERINGAN,1/9/2012,0,0,0,0
4234,35,JAWA TIMUR,3519,MADIUN,KEKERINGAN,1/9/2012,0,0,0,0
4235,35,JAWA TIMUR,3520,MAGETAN,KEKERINGAN,1/9/2012,0,0,0,0
4232,35,JAWA TIMUR,3516,MOJOKERTO,KEKERINGAN,1/9/2012,0,0,0,0
4233,35,JAWA TIMUR,3518,NGANJUK,KEKERINGAN,1/9/2012,0,0,0,0
4236,35,JAWA TIMUR,3521,NGAWI,KEKERINGAN,1/9/2012,0,0,0,0
4231,35,JAWA TIMUR,3502,PONOROGO,KEKERINGAN,1/9/2012,0,0,0,0
7948,35,JAWA TIMUR,3501,PACITAN,PUTING BELIUNG,10/1/2011,0,0,0,0
5772,35,JAWA TIMUR,3522,BOJONEGORO,TANAH LONGSOR,10/1/2012,0,0,0,0
3433,35,JAWA TIMUR,3319,KUDUS,BANJIR,10/1/2013,0,0,0,0
167,35,"	JAWA TIMUR",3513,PROBOLINGGO,PUTING BELIUNG,10/1/2015,0,0,0,0
13568,35,JAWA TIMUR,3502,PONOROGO,TANAH LONGSOR,10/11/2007,0,0,0,0
8256,35,JAWA TIMUR,3522,BOJONEGORO,TANAH LONGSOR,10/11/2010,0,0,0,0
6134,35,JAWA TIMUR,3509,JEMBER,PUTING BELIUNG,10/11/2011,0,0,0,0
6133,35,JAWA TIMUR,3506,KEDIRI,PUTING BELIUNG,10/11/2011,0,0,0,0
3870,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,10/11/2012,0,0,0,0
668,35,"	JAWA TIMUR",3521,NGAWI,PUTING BELIUNG,10/11/2014,0,0,1,0
669,35,"	JAWA TIMUR",3579,KOTA BATU,BANJIR,10/11/2014,0,0,0,0
3728,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,10/12/2012,0,0,0,0
3727,35,JAWA TIMUR,3517,JOMBANG,PUTING BELIUNG,10/12/2012,0,0,0,0
3725,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,10/12/2012,0,0,0,0
3726,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,10/12/2012,0,0,0,0
1993,35,JAWA TIMUR,3529,SUMENEP,BANJIR,10/12/2013,0,0,0,0
1992,35,JAWA TIMUR,3519,MADIUN,PUTING BELIUNG,10/12/2013,0,0,0,0
422,35,"	JAWA TIMUR",3525,GRESIK,TANAH LONGSOR,10/12/2014,0,0,0,0
421,35,"	JAWA TIMUR",3501,PACITAN,PUTING BELIUNG,10/12/2014,0,0,0,0
14114,35,JAWA TIMUR,3519,MADIUN,TANAH LONGSOR,10/2/2007,0,0,0,172
11698,35,JAWA TIMUR,3529,SUMENEP,PUTING BELIUNG,10/2/2009,0,0,0,0
9823,35,JAWA TIMUR,3522,BOJONEGORO,TANAH LONGSOR,10/2/2010,0,0,0,0
